"","Raw.data","Trace.for.Mass.","X198Hg","X199Hg","X200Hg","X201Hg","X202Hg","X203Tl","X205Tl","X199Hg_corr","X200Hg_corr","X201Hg_corr","X202Hg_corr"
"32",27,3.46499991416931,-5.34048522240482e-05,8.09478224255144e-05,0.000132421468151733,3.92106630897615e-05,0.000168606420629657,0.719264924526214,1.7464632987976,8.24775466483638e-05,0.00013422042475329,4.06271851768056e-05,0.0001689470976034
"33",28,3.59800004959106,0.000169830862432718,-2.84624547930434e-05,0.00029446609551087,0.000154161578393541,-2.9994173473824e-06,0.719752013683319,1.74861741065979,-3.0899206703739e-05,0.000297006895984262,0.000156799920100578,-5.3887070757035e-06
"34",29,3.73099994659423,-3.34581636707298e-05,-4.15011299992329e-06,0.000167481513926759,0.000125893726362846,0.000211275444598868,0.719374120235443,1.74762368202209,-3.60863505996607e-06,0.000165490438575255,0.000125244924337407,0.000214258825878201
"35",30,3.86399984359741,6.81811652611941e-05,0.000208140903851017,0.000261296896496787,0.000114586808194872,0.000183777417987585,0.717549383640289,1.74287962913513,0.000212868992303129,0.000262767890010306,0.000114327292494815,0.000183394558808185
"36",31,3.99699997901916,7.19809686415828e-05,3.23195272358134e-05,0.000325740897096693,2.03675226657651e-05,0.000263428955804556,0.73008507490158,1.77541995048523,2.84036878256601e-05,0.000326751355449432,1.82050112150149e-05,0.000264537954212737
"37",32,4.13100004196167,0.000216384170926176,-1.25659917102893e-05,0.000136211689095944,-9.26837601582519e-05,0.000187570214620791,0.734884977340698,1.78512370586395,-1.35582084010245e-05,0.000133262116064125,-9.52591393637397e-05,0.00018652190524463
"38",33,4.26399993896484,7.48308302718214e-05,6.5049847762566e-05,0.000146634862176142,0.000218238390516489,0.000220757705392316,0.730099260807037,1.77184224128723,6.67784868720123e-05,0.00014679829400972,0.000225374656862179,0.000221219779840884
"39",34,4.39699983596801,1.87850582733517e-05,0.000174470536876469,9.07300563994795e-05,-1.07228697743266e-05,0.000346880289725959,0.730332434177398,1.7725955247879,0.000176907525046274,8.98534879261738e-05,-1.59779747346335e-05,0.000348636313524479
"40",35,4.52999973297119,3.58674719791451e-06,0.000114614973426796,0.000265087612206116,-7.00745367794297e-05,0.000240670735365711,0.729075670242309,1.77011382579803,0.000113281886410025,0.000267821479793695,-7.14367726410109e-05,0.000239191963692326
"41",36,4.66400003433227,-0.000116091854579281,2.67087252723285e-05,0.000183590600499883,-3.59514018555273e-07,0.000151539323269389,0.725774526596069,1.76165175437927,2.47655174516807e-05,0.000182322294877007,1.22863514697614e-06,0.000150307597995469
"42",37,4.79699993133544,-0.000144584642839618,2.1097956050653e-05,0.00010210026812274,-4.36964583059307e-05,1.7406782717444e-06,0.721703350543975,1.75299394130706,2.0972994507023e-05,0.000100822527233587,-4.46911252229448e-05,-3.449908968002e-07
"43",38,4.92999982833862,2.54343922279076e-05,1.46051274896308e-06,0.000211071412195451,0.000184314863872714,0.000133524372358806,0.724738180637359,1.76147305965423,1.02315289134402e-06,0.000212780042930629,0.000189548165911081,0.000135359216643803
"44",39,5.06299972534179,0.000180281422217376,1.92277057067258e-05,9.26250795600935e-05,8.16090396256186e-05,0.000280497974017635,0.732635200023651,1.78112292289733,1.96234118515084e-05,9.07678810684e-05,7.92517417763327e-05,0.000282544309680915
"45",40,5.19700002670288,0.000136579823447391,3.60600788553711e-05,4.14606292906682e-05,-4.36964583059307e-05,0.000267222058027982,0.733608543872833,1.78266787528991,3.64321661623511e-05,4.06643772734534e-05,-4.65509911468517e-05,0.000267038595420644
"46",41,5.32999992370605,0.000115679729788098,9.77812524070031e-05,-1.72804939211346e-05,-0.000132248664158396,0.000216016560443677,0.735337495803833,1.78679120540618,9.91558897903891e-05,-1.82015348938863e-05,-0.000134281109016667,0.000215303618563774
"47",42,5.46299982070922,-2.30097393796313e-05,-3.96833311242517e-05,0.000214861924177967,5.82614575250772e-07,3.11297735606785e-05,0.735676288604736,1.78684329986572,-4.274490537082e-05,0.00021850183889005,3.63135002888373e-06,2.85555668909238e-05
"48",43,5.5959997177124,-0.000175925772055052,-0.000129445732454769,6.32525770924985e-05,-1.54334502440178e-05,0.000167658246937207,0.747309625148773,1.81671106815338,-0.000131444896524263,6.0875393734694e-05,-1.58010499924181e-05,0.000169559153501177
"49",44,5.73000001907348,0.000100479948741849,6.03740190854296e-05,7.36749789211899e-05,0.000116471281216945,0.000155331988935358,0.749764800071716,1.82293248176574,6.45700715100329e-05,7.38371786211108e-05,0.000119476148473719,0.000155161649846628
"50",45,5.86299991607666,8.14805389381945e-05,0.000101522055047098,0.00016084844537545,-6.81904130033217e-05,0.000272911711363121,0.745027124881744,1.80948507785797,0.000102438493041241,0.000162215295887512,-7.24287570098272e-05,0.000274548791604517
